raw_label,clean_label
Metastatic breast histopathology.,Metastatic breast histopathology
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Inflammatory breast histopathology.,Inflammatory breast histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory breast histopathology.,Inflammatory breast histopathology
Inflammatory breast histopathology.,Inflammatory breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Breast cyst.,Breast cyst
Inflammatory breast histopathology.,Inflammatory breast histopathology
Ductal carcinoma in situ (DCIS).,Ductal carcinoma in situ (DCIS)
Inflammatory breast histopathology.,Inflammatory breast histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Inflammatory breast histopathology.,Inflammatory breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Mammographic abnormality.,Mammographic abnormality
Breast cyst.,Breast cyst
Mammographic abnormality.,Mammographic abnormality
Non-cancerous breast tissue.,Non-cancerous breast tissue
Mammographic abnormality.,Mammographic abnormality
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Ductal carcinoma in situ (DCIS).,Ductal carcinoma in situ (DCIS)
Metastatic breast histopathology.,Metastatic breast histopathology
Mammographic abnormality.,Mammographic abnormality
Breast cyst.,Breast cyst
Non-cancerous breast tissue.,Non-cancerous breast tissue
Inflammatory breast histopathology.,Inflammatory breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Mammographic abnormality.,Mammographic abnormality
Inflammatory breast histopathology.,Inflammatory breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
The lungs appear diseased and abnormal.,Diseased and abnormal
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
The image shows damaged and non-functional lungs.,Damaged and non-functional lungs
The lungs appear diseased and abnormal.,Diseased and abnormal
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The lungs in the image are enlarged and congested.,Enlarged and congested
The image shows damaged and non-functional lungs.,Damaged and non-functional lungs
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The lungs appear scarred and weakened.,Scarred and weakened
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The lungs appear emphysematous and filled with air pockets.,Emphysematous and filled with air pockets
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The lungs appear emphysematous and filled with air pockets.,Emphysematous and filled with air pockets
The lungs appear diseased and abnormal.,Diseased and abnormal
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The lungs in the image are enlarged and congested.,Enlarged and congested
The lungs in the image are enlarged and congested.,Enlarged and congested
The image depicts lungs with tumors and cancerous growths.,With tumors and cancerous growths
The lungs appear scarred and weakened.,Scarred and weakened
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The lungs appear scarred and weakened.,Scarred and weakened
The image shows damaged and non-functional lungs.,Damaged and non-functional lungs
The lungs in the image are enlarged and congested.,Enlarged and congested
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The lungs appear scarred and weakened.,Scarred and weakened
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The lungs in the image are enlarged and congested.,Enlarged and congested
The lungs appear scarred and weakened.,Scarred and weakened
The image depicts lungs with tumors and cancerous growths.,With tumors and cancerous growths
The lungs in the image are enlarged and congested.,Enlarged and congested
The image depicts lungs with tumors and cancerous growths.,With tumors and cancerous growths
The lungs appear scarred and weakened.,Scarred and weakened
The image shows damaged and non-functional lungs.,Damaged and non-functional lungs
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The lungs in the image are enlarged and congested.,Enlarged and congested
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
The lungs appear diseased and abnormal.,Diseased and abnormal
The lungs in the image are enlarged and congested.,Enlarged and congested
The lungs appear scarred and weakened.,Scarred and weakened
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
The lungs in the image are enlarged and congested.,Enlarged and congested
The image depicts lungs with tumors and cancerous growths.,With tumors and cancerous growths
The image shows damaged and non-functional lungs.,Damaged and non-functional lungs
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The lungs appear emphysematous and filled with air pockets.,Emphysematous and filled with air pockets
The lungs in the image are enlarged and congested.,Enlarged and congested
The image shows damaged and non-functional lungs.,Damaged and non-functional lungs
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The lungs appear emphysematous and filled with air pockets.,Emphysematous and filled with air pockets
The lungs appear scarred and weakened.,Scarred and weakened
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
The lungs appear emphysematous and filled with air pockets.,Emphysematous and filled with air pockets
The lungs in the image are enlarged and congested.,Enlarged and congested
The lungs appear scarred and weakened.,Scarred and weakened
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The lungs appear emphysematous and filled with air pockets.,Emphysematous and filled with air pockets
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
The lungs in the image are enlarged and congested.,Enlarged and congested
The lungs appear diseased and abnormal.,Diseased and abnormal
The lungs in the image are enlarged and congested.,Enlarged and congested
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The image depicts lungs with tumors and cancerous growths.,With tumors and cancerous growths
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The image shows damaged and non-functional lungs.,Damaged and non-functional lungs
The image shows damaged and non-functional lungs.,Damaged and non-functional lungs
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
COVID-19 infection.,COVID-19 infection
COVID-19 infection.,COVID-19 infection
COVID-19 infection.,COVID-19 infection
COVID-19 infection.,COVID-19 infection
COVID-19 infection.,COVID-19 infection
COVID-19 infection.,COVID-19 infection
"The image appears normal, but further testing is needed to confirm.","The image appears normal, but further testing is needed to confirm"
"The image appears normal, but further testing is needed to confirm.","The image appears normal, but further testing is needed to confirm"
"No, the image is too low quality to accurately detect abnormalities.",Can't tell abnormality
"The image appears normal, but further testing is needed to confirm.","The image appears normal, but further testing is needed to confirm"
"No, the image is too low quality to accurately detect abnormalities.",Can't tell abnormality
The image is too blurry to determine if there are any abnormalities.,Can't tell abnormality
"Yes, there are multiple abnormalities detected in this image.",Abnormalities present
"Yes, there are multiple abnormalities detected in this image.",Abnormalities present
"The image shows a slight abnormality, but it is likely insignificant.",Slight abnormality
Eczema. Lungs will be affected.,Eczema. 
COVID. Lungs will be affected.,COVID. 
Bronchitis. Lungs will be affected.,Bronchitis. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
Sinusitis. Lungs will be affected.,Sinusitis. 
Asthma. Lungs will be affected.,Asthma. 
Tuberculosis. Lungs will be affected.,Tuberculosis. 
Mononucleosis. Lungs will be affected.,Mononucleosis. 
Asthma. Lungs will be affected.,Asthma. 
Influenza. Lungs will be affected.,Influenza. 
Mononucleosis. Lungs will be affected.,Mononucleosis. 
Meningitis. Lungs will be affected.,Meningitis. 
